tags,hits,count,hits_grade
喜迎十九大,796,2,19.9
寅初亭,1593,4,19.9125
迎新晚会,20314,51,19.915686274509802
剑桥大学关于制造领域的研究,399,1,19.95
下一代制造业革新,399,1,19.95
可持续制造,399,1,19.95
教育发展,798,2,19.95
工作调研,1197,3,19.95
热烈,399,1,19.95
2019年春运会,399,1,19.95
专题活动,399,1,19.95
拼搏华章,399,1,19.95
奇葩说,399,1,19.95
党派成员,399,1,19.95
学科发展,798,2,19.95
电气,9183,23,19.96304347826087
党代会,2396,6,19.966666666666665
产业振兴,400,1,20.0
远离赌博,400,1,20.0
家庭与婚姻,400,1,20.0
历史与语言,400,1,20.0
四尊,400,1,20.0
名人雕塑,400,1,20.0
写对联,400,1,20.0
拒绝赌博,400,1,20.0
四川师范大学,400,1,20.0
家庭收入,400,1,20.0
电气之家,400,1,20.0
土地制度,400,1,20.0
电脑义诊,400,1,20.0
落成,400,1,20.0
秀山县隘口镇屯堡村,400,1,20.0
访学团,400,1,20.0
启明星,800,2,20.0
分团委,400,1,20.0
挺进大五足球联赛总决赛,400,1,20.0
讲座直击,3603,9,20.016666666666666
分享会,4404,11,20.01818181818182
团学,2002,5,20.02
易班,7608,19,20.021052631578947
专题学习会,2003,5,20.03
研究中心,2005,5,20.05
融合,802,2,20.05
民主党派,2005,5,20.05
北京大学师生座谈会,401,1,20.05
交流活动,1604,4,20.05
贵州,1204,3,20.066666666666666
文创工作室,402,1,20.1
2019年度总结,402,1,20.1
管理科学与房地产学院,402,1,20.1
传达,402,1,20.1
服务团,804,2,20.1
团十八大,402,1,20.1
期末工作总结大会,402,1,20.1
雄关,402,1,20.1
从头,402,1,20.1
学位授权点评估,402,1,20.1
团委研究生会换届,402,1,20.1
自贡世界地质公园,402,1,20.1
社会治安,402,1,20.1
幼儿园,1207,3,20.116666666666664
十佳班级,3621,9,20.116666666666664
毕业季,4025,10,20.125
延安,1610,4,20.125
项目组,403,1,20.15
法学教育,403,1,20.15
中期汇报,403,1,20.15
演练,2015,5,20.15
组织参观,403,1,20.15
中国国际公务员,403,1,20.15
宁夏回族自治区,403,1,20.15
计划财务处,806,2,20.15
锦瑟化年,403,1,20.15
党员宣誓,403,1,20.15
文化旅游,403,1,20.15
新媒体,3226,8,20.1625
团干,2017,5,20.17
研究生开学典礼,807,2,20.175
毕业实习,807,2,20.175
扬帆,807,2,20.175
微党课,807,2,20.175
红色文化,807,2,20.175
建设管理,807,2,20.175
煤矿灾害,404,1,20.2
答疑讲座,404,1,20.2
物业安保,404,1,20.2
新时代思想,404,1,20.2
统一战线,2021,5,20.21
教学科研,2429,6,20.241666666666664
干部调整,405,1,20.25
Kulatilake,405,1,20.25
两会主题团日活动,405,1,20.25
党建协作,405,1,20.25
Pinnaduwa,405,1,20.25
美国亚利桑那大学,405,1,20.25
建筑学部,1217,3,20.283333333333335
嘉陵论坛,2435,6,20.291666666666664
专家会议,406,1,20.3
自然科学基金,406,1,20.3
美国国家工程院院士,406,1,20.3
文艺汇演,406,1,20.3
陈世卿教授,406,1,20.3
国家教材委,406,1,20.3
全球超级计算机专家,406,1,20.3
演化论,406,1,20.3
火眼金睛,406,1,20.3
申报,2031,5,20.31
复工,813,2,20.325
先烈,2846,7,20.328571428571426
工程训练,1627,4,20.3375
中澳国际学术论坛,407,1,20.35
教授Vernon,407,1,20.35
求职,1221,3,20.35
院士重庆行活动,407,1,20.35
大满贯,407,1,20.35
Ireland,407,1,20.35
毕业论文答辩会,407,1,20.35
精英,407,1,20.35
1+1定点扶贫,407,1,20.35
主题活动,4479,11,20.35909090909091
福利院,815,2,20.375
法治,1630,4,20.375
节能减排,2038,5,20.38
知识,4079,10,20.395
药学院,21623,53,20.399056603773584
疫情防治,408,1,20.4
应急攻关,408,1,20.4
纪念马克思诞辰,816,2,20.4
师兄师姐去哪了,408,1,20.4
管理科学与房地产学院校友座谈会,408,1,20.4
理学部专场,408,1,20.4
第四届第四届全国防灾减灾工程学术会议,408,1,20.4
调研工作,1225,3,20.416666666666664
初赛,6540,16,20.4375
农安村,409,1,20.45
春季,1636,4,20.45
传感器大赛,409,1,20.45
评比,409,1,20.45
抗量子密码国际会议,409,1,20.45
盆栽,409,1,20.45
羽毛球,3273,8,20.45625
三峡,1229,3,20.483333333333334
造价,1230,3,20.5
焊接培训,410,1,20.5
校企交流会,410,1,20.5
班务会,410,1,20.5
疾病,410,1,20.5
书法比赛,410,1,20.5
教育基金表彰会,410,1,20.5
全院,3280,8,20.5
易班工作站,410,1,20.5
济危,410,1,20.5
网薪换物,410,1,20.5
IEEE高电压工程与应用国际会议,410,1,20.5
世界睡眠日,410,1,20.5
本科三支部,410,1,20.5
资环学院研究生,820,2,20.5
重庆大学心理咨询中心,410,1,20.5
管科学院,13124,32,20.50625
教学研讨会,1232,3,20.533333333333335
秀山,1643,4,20.5375
新春慰问,822,2,20.55
重庆作家书院,411,1,20.55
学习热,411,1,20.55
川美,411,1,20.55
防灾减灾,2466,6,20.55
刘相法教授,411,1,20.55
技术与创新支持中心（TISC）,411,1,20.55
洞见,411,1,20.55
民俗,411,1,20.55
鉴定会,411,1,20.55
土木工程学院,187548,456,20.564473684210526
党总支,2468,6,20.566666666666666
科研项目,823,2,20.575
传承红岩精神,823,2,20.575
表彰先进,412,1,20.6
宣传委员会,412,1,20.6
讲话,1648,4,20.6
科青联,412,1,20.6
昆士兰,1236,3,20.6
纪念建党,412,1,20.6
暑假学校,412,1,20.6
文科学报,412,1,20.6
学年度中期,412,1,20.6
党支部书记,1237,3,20.616666666666664
求职分享,825,2,20.625
小组赛,3303,8,20.64375
特色项目,413,1,20.65
三峡职业技术学院,413,1,20.65
特色党日,1652,4,20.65
恋爱观,1239,3,20.65
人才招聘会,413,1,20.65
前期,413,1,20.65
全过程,413,1,20.65
多方面,413,1,20.65
环境治理,413,1,20.65
党委副书记陶举虎,413,1,20.65
暑假前,413,1,20.65
辛辛那提大学联合学院,827,2,20.675
国际学术研讨会,1241,3,20.683333333333334
中国创新方法大赛；第二届重庆市创新方法大赛；重庆大学,414,1,20.7
助人．自助．互助,414,1,20.7
国际学生领袖交流营,414,1,20.7
校庆展览,414,1,20.7
张育新,828,2,20.7
红岩读书会,4969,12,20.704166666666666
Springer,829,2,20.725
科研平台,829,2,20.725
比赛,6223,15,20.743333333333336
优异生舍区分享会（二）,415,1,20.75
知识产权信息服务中心,415,1,20.75
全校,830,2,20.75
兼职,830,2,20.75
草地,415,1,20.75
艳阳天,415,1,20.75
导言,415,1,20.75
基层干部,831,2,20.775
闭营仪式,832,2,20.8
李文涛,416,1,20.8
思政教育工作,416,1,20.8
中国石油大学,416,1,20.8
主题教育日活动,416,1,20.8
悉尼科技大学,416,1,20.8
加拿大,2083,5,20.83
中国故事,417,1,20.85
展望梦想,417,1,20.85
备战,417,1,20.85
山地城镇建设与新技术教育部重点实验室,1251,3,20.85
西蒙,417,1,20.85
API创新大赛,417,1,20.85
憧憬未来,417,1,20.85
桌游大赛,417,1,20.85
弗雷泽,417,1,20.85
纸板,417,1,20.85
公管讲坛,417,1,20.85
花灯,417,1,20.85
开幕式表演,417,1,20.85
应用经济学支部,417,1,20.85
一二三班,417,1,20.85
研习会,2920,7,20.857142857142858
王海峰,418,1,20.9
中国经济年度人物,418,1,20.9
市科委,418,1,20.9
机关教职工,418,1,20.9
弘深青年教师,418,1,20.9
国家发改委,418,1,20.9
乒乓球比赛,418,1,20.9
成都理工大学,838,2,20.95
国际交流,2099,5,20.99
交流座谈,420,1,21.0
虚拟仿真实验,420,1,21.0
寒冬,420,1,21.0
组织部支部,420,1,21.0
面试攻略,420,1,21.0
求职助力专题讲座,420,1,21.0
川煤集团,420,1,21.0
创新实践中心,420,1,21.0
纪念改革开放40周年,841,2,21.025
研究生代表大会,841,2,21.025
马克思主义论坛,841,2,21.025
总结大会,1683,4,21.0375
团委学生会总结大会,421,1,21.05
媒体采访,421,1,21.05
城市噪声防治,421,1,21.05
地震局,421,1,21.05
营工,421,1,21.05
学术讲坛,421,1,21.05
111引智基地,421,1,21.05
重庆大学联合主办,421,1,21.05
杰出青年,421,1,21.05
喜迎改革开放40周年,421,1,21.05
2018美中绿色能源高峰论坛,421,1,21.05
魏悦广院士,421,1,21.05
讲座,54326,129,21.05658914728682
廉政教育,2527,6,21.058333333333334
党员发展,422,1,21.1
孙昌璞院士,422,1,21.1
全国向上向善好青年,422,1,21.1
阅读分享活动,422,1,21.1
团委研究生会换届选举,422,1,21.1
新春团拜会,422,1,21.1
趾压板,422,1,21.1
年度工作总结汇报,422,1,21.1
莅临我校,422,1,21.1
专家讲座,1267,3,21.116666666666664
女生节,5068,12,21.116666666666664
牛津大学,845,2,21.125
学院领导,2114,5,21.14
计算机,34256,81,21.145679012345678
Green,423,1,21.15
毕业季活动,423,1,21.15
科技奖励,423,1,21.15
长江流域,423,1,21.15
海内外优秀青年学者论坛能动分论坛,423,1,21.15
心理育人,1692,4,21.15
女性,423,1,21.15
壹江肆城,423,1,21.15
英国雷丁大学教授Stuart,423,1,21.15
冬至,1692,4,21.15
Coding,423,1,21.15
国家商用密码办公室,423,1,21.15
CPS-DSC教育部重点实验室,423,1,21.15
经济工作,423,1,21.15
Girls,423,1,21.15
马保国,423,1,21.15
推荐工作,423,1,21.15
Day,423,1,21.15
经验谈,847,2,21.175
专题报告会,1271,3,21.183333333333334
建筑工程制图协会,2119,5,21.19
三下乡,28820,68,21.191176470588236
工业化建筑全产业链能耗及碳排放监测与测算技术课题推进会,424,1,21.2
装修会,424,1,21.2
基金会,424,1,21.2
名师,424,1,21.2
全员,424,1,21.2
论证,848,2,21.2
内联活动,424,1,21.2
春节,849,2,21.225
博雅,18259,43,21.23139534883721
社团嘉年华,1274,3,21.233333333333334
关爱老人,850,2,21.25
李唐泌,425,1,21.25
重点项目,425,1,21.25
重要文献,425,1,21.25
羽林,1275,3,21.25
奥克兰大学,850,2,21.25
社会,2550,6,21.25
杜武俊,425,1,21.25
如何度过,425,1,21.25
大学时光,425,1,21.25
地质系,425,1,21.25
马来西亚,852,2,21.3
情景剧,426,1,21.3
科普报告,852,2,21.3
17级干部培训,426,1,21.3
暑假,426,1,21.3
法律援助,426,1,21.3
地方性法规,426,1,21.3
从严治党,1278,3,21.3
祖国点赞,426,1,21.3
邪教,426,1,21.3
70华诞,426,1,21.3
复合材料,1706,4,21.325
西南地区工作委员会,427,1,21.35
公共管理学院党委,4697,11,21.35
在线开放课程联盟,427,1,21.35
商贸中心,427,1,21.35
教授Anita,427,1,21.35
Liu,427,1,21.35
语言文字,427,1,21.35
香港大学学术交流,427,1,21.35
Chan,427,1,21.35
会员培训,427,1,21.35
第三届中国创翼创业创新大赛,427,1,21.35
学霸交流会,427,1,21.35
年度考核,1281,3,21.35
博士Isabelle,427,1,21.35
科技魅力,427,1,21.35
薪火相传,427,1,21.35
科技活动周,427,1,21.35
研讨,3848,9,21.37777777777778
冬之声,3849,9,21.383333333333336
观看,2994,7,21.385714285714286
营销大赛,428,1,21.4
自助·助人·互助,428,1,21.4
交流调研,856,2,21.4
建筑与环境可持续发展国际会议,856,2,21.4
拔河比赛,857,2,21.425
新闻稿培训,429,1,21.45
欧洲,429,1,21.45
2018级秋季运动会,429,1,21.45
国赛,429,1,21.45
青教赛,429,1,21.45
服务中心,429,1,21.45
迎新活动,429,1,21.45
工程管理,4292,10,21.46
基层,5582,13,21.469230769230766
图书漂流,859,2,21.475
环境生态,1290,3,21.5
沙区科协,430,1,21.5
形式,430,1,21.5
新闻中心,430,1,21.5
毅力,430,1,21.5
新进展,430,1,21.5
向丽华,430,1,21.5
食堂,860,2,21.5
防灾,1290,3,21.5
博雅鼎,430,1,21.5
建園讲坛,430,1,21.5
思维,430,1,21.5
优秀社会实践社团及个人评比活动,430,1,21.5
团体,430,1,21.5
科研竞赛,860,2,21.5
拓展筹资市场,860,2,21.5
新年音乐会,860,2,21.5
以人为本,430,1,21.5
变迁,860,2,21.5
再创佳绩,430,1,21.5
年终总结,1724,4,21.55
鄢显俊,1293,3,21.55
民建,431,1,21.55
重庆市第十届高校学生书法国画大赛,431,1,21.55
乒乓球,1725,4,21.5625
文化,2591,6,21.591666666666665
中国移动,432,1,21.6
高数,432,1,21.6
关面乡,864,2,21.6
中央大学,864,2,21.6
教学展示,432,1,21.6
网球大赛,432,1,21.6
文柯达,432,1,21.6
彭水县,432,1,21.6
趣味物理学社,864,2,21.6
房地产市场,432,1,21.6
教学能手奖,432,1,21.6
两会,9942,23,21.61304347826087
民革,3461,8,21.63125
沙龙,7360,17,21.64705882352941
早安重大,433,1,21.65
中华魂,433,1,21.65
期刊建设,433,1,21.65
实习动员大会,433,1,21.65
工会组织,433,1,21.65
圆满结束,433,1,21.65
2017,1300,3,21.666666666666664
硕士生,1300,3,21.666666666666664
土木好声音,867,2,21.675
实验室安全,3468,8,21.675
求职经验分享会,868,2,21.7
合作备忘录,434,1,21.7
视野,434,1,21.7
车辆四班,434,1,21.7
物理学院与中国科学院物理研究所,434,1,21.7
国际主义,434,1,21.7
签署,434,1,21.7
世纪,434,1,21.7
监管,434,1,21.7
现场调研,434,1,21.7
调研指导,1737,4,21.7125
主持人,1303,3,21.716666666666665
就业中心,19111,44,21.717045454545456
研工部,3910,9,21.72222222222222
工作坊,3042,7,21.728571428571428
镇江,435,1,21.75
艺术沙龙,435,1,21.75
西津渡,435,1,21.75
五四青年节,2179,5,21.79
嘉兴,436,1,21.8
2017年第44次,436,1,21.8
在孵企业,436,1,21.8
黄云鑫,436,1,21.8
用户服务,873,2,21.825
快闪,1310,3,21.833333333333336
化启未来,437,1,21.85
全体教职工,437,1,21.85
筑梦自动,437,1,21.85
国际交流项目,437,1,21.85
宗申,437,1,21.85
肺癌,437,1,21.85
达芬奇机器人,437,1,21.85
研究生歌手大赛,437,1,21.85
入党誓词,874,2,21.85
党委支部书记,437,1,21.85
离退休,10052,23,21.85217391304348
二审,1312,3,21.866666666666664
校友论坛,875,2,21.875
虎溪校区党工委,2627,6,21.891666666666666
重庆空间视创公司,438,1,21.9
陈朝晖教授,438,1,21.9
邵帅教授,438,1,21.9
上海财经大学,438,1,21.9
课程与教材建设,438,1,21.9
澳大利亚昆士兰教授,438,1,21.9
后勤管理处商贸服务中心,438,1,21.9
一站式服务平台,438,1,21.9
重庆大学2个项目,438,1,21.9
女子篮球赛,438,1,21.9
重庆师范大学,438,1,21.9
青年计划,438,1,21.9
社区管理,438,1,21.9
党务干部,438,1,21.9
多人多足比赛,438,1,21.9
重庆市优创优帮大学生创业扶持计划,438,1,21.9
贯彻,438,1,21.9
参观,9202,21,21.90952380952381
本科生,17977,41,21.923170731707316
主题演讲,877,2,21.925
第二届,2193,5,21.93
中国智库,439,1,21.95
心理手语操,439,1,21.95
真题,439,1,21.95
齐爱民,439,1,21.95
合格评估,439,1,21.95
吴晨光,439,1,21.95
先锋人物奖,439,1,21.95
人民检察院,439,1,21.95
三下乡社会实践,439,1,21.95
动态调整,439,1,21.95
贵阳筑梦工场,439,1,21.95
民事行政检察专家委员,439,1,21.95
SQIP,878,2,21.95
创新人才,439,1,21.95
专题党课,8781,20,21.9525
交流学习,1318,3,21.966666666666665
长征精神,880,2,22.0
环保者的长征路,880,2,22.0
北京航空航天大学,440,1,22.0
电影学子,440,1,22.0
节目二筛,440,1,22.0
深空,440,1,22.0
李少凡,440,1,22.0
未来金话筒,440,1,22.0
工程造价,1761,4,22.0125
成功举办,3083,7,22.021428571428572
17级,882,2,22.05
普通话推广,441,1,22.05
发展方向,441,1,22.05
唐山学院,441,1,22.05
国际化工作,441,1,22.05
香港,1323,3,22.05
策划,882,2,22.05
中共重庆市委,883,2,22.075
月度,442,1,22.1
优秀会员,442,1,22.1
传播学论坛,442,1,22.1
厨艺大赛,1326,3,22.1
机械研团委,442,1,22.1
忆昔日辉煌,442,1,22.1
迎今朝超越,442,1,22.1
龙盛,442,1,22.1
改造建设,442,1,22.1
机械新媒体,442,1,22.1
重庆大学-辛辛那提大学联合学院,3979,9,22.105555555555558
不忘初心,47319,107,22.111682242990653
三进,1769,4,22.1125
社团,2656,6,22.133333333333336
学子,6645,15,22.15
UC学子,443,1,22.15
抵制邪教,443,1,22.15
袁浩博,443,1,22.15
航天五院,443,1,22.15
我们一起成长,886,2,22.15
社区防疫志愿服务,443,1,22.15
科研项目申报,443,1,22.15
竞赛,7980,18,22.166666666666664
专题报告,2660,6,22.166666666666664
长安汽车,887,2,22.175
自动化,13749,31,22.175806451612903
乡村治理,444,1,22.2
建筑,2220,5,22.2
2019级团委研究生会,444,1,22.2
社会科学学部学部,444,1,22.2
精神分析,444,1,22.2
工作布置会,889,2,22.225
教学工作,890,2,22.25
夏令营,8461,19,22.26578947368421
方向,1336,3,22.266666666666666
师德师风建设,891,2,22.275
教学活动,892,2,22.3
党支部学习,446,1,22.3
重庆科普作协科幻专委会成立大会,446,1,22.3
香港理工大学,892,2,22.3
习近平论述摘编,446,1,22.3
六个强化,446,1,22.3
创新创业项目,446,1,22.3
光电工程学院,11150,25,22.3
新局面,446,1,22.3
重庆大学纪委,446,1,22.3
重庆大学校级社团学生科幻协会,446,1,22.3
报考点,446,1,22.3
弘深学院,7587,17,22.314705882352943
征集会,893,2,22.325
创业,4021,9,22.33888888888889
嵌入课程,447,1,22.35
化工设计竞赛,447,1,22.35
党务,894,2,22.35
大型户外场地活动,447,1,22.35
信号检测与分析,447,1,22.35
排练,447,1,22.35
复赛,2682,6,22.35
首钢京唐杯,448,1,22.4
师兄师姐去哪儿,896,2,22.4
中美贸易战中的知识产权问题,448,1,22.4
黄玉烨,448,1,22.4
趣味英语大赛,448,1,22.4
专业分流,1344,3,22.4
房地产,1344,3,22.4
高教,897,2,22.425
保卫处,11216,25,22.432
航空航天,30066,67,22.437313432835822
物理学院,7180,16,22.4375
电子显微镜,449,1,22.45
健步行活动,449,1,22.45
老年人体育协会,449,1,22.45
电镜,449,1,22.45
中国网,449,1,22.45
挑战赛,3592,8,22.45
应及时总结不断完善,449,1,22.45
第八届节能减排社会实践与科技竞赛正式启动,449,1,22.45
魏强,449,1,22.45
管科学院：线上教学初显成效,449,1,22.45
何炼红,449,1,22.45
离休老干部,450,1,22.5
学术评价,450,1,22.5
2019级成教新生,450,1,22.5
五一劳动节,450,1,22.5
装配式,1350,3,22.5
指导工作,450,1,22.5
江南论坛,450,1,22.5
工作部署会,450,1,22.5
升国旗仪式,450,1,22.5
毛石灵,450,1,22.5
江钻,450,1,22.5
高端轴承及技术发展趋势,450,1,22.5
井冈,450,1,22.5
分析报告,450,1,22.5
五院联合团日活动,900,2,22.5
凝心聚力,450,1,22.5
情系学生,450,1,22.5
新生,32432,72,22.522222222222222
新青年,1802,4,22.525
釜山,451,1,22.55
观摩会,451,1,22.55
验收,1354,3,22.566666666666666
路演,903,2,22.575
善行,903,2,22.575
作客,452,1,22.6
老兵进课堂,452,1,22.6
智能车载,452,1,22.6
科学道德与学风,452,1,22.6
西澳大学,452,1,22.6
新阳力泰,452,1,22.6
党员,14470,32,22.609375
校地共建,905,2,22.625
图书馆,51635,114,22.646929824561404
学术创新,453,1,22.65
大连理工大学,453,1,22.65
学术氛围,453,1,22.65
学术科研诚信,453,1,22.65
绿色,2267,5,22.67
工作总结,3629,8,22.68125
能源与动力工程学院,4993,11,22.695454545454545
致远,454,1,22.7
靳凤林,454,1,22.7
16级,454,1,22.7
药窕淑女,454,1,22.7
思源,454,1,22.7
上海,909,2,22.725
中科院,1364,3,22.733333333333334
换届,4092,9,22.733333333333334
叶小文,455,1,22.75
学位论文,455,1,22.75
爱意,455,1,22.75
赛场,455,1,22.75
3v3篮球赛,455,1,22.75
异国,455,1,22.75
宣讲团,4096,9,22.755555555555556
学术论坛,4098,9,22.766666666666666
有为青年,456,1,22.8
征文比赛,456,1,22.8
学术分享,456,1,22.8
就业培训,456,1,22.8
乳腺癌,912,2,22.8
党员评议,456,1,22.8
校友,16877,37,22.80675675675676
技术创新战略,457,1,22.85
对话会,457,1,22.85
绿色制造,457,1,22.85
红岩魂,3659,8,22.86875
杨雪峰,1830,4,22.875
支部学习,915,2,22.875
资环研究生,2288,5,22.88
联欢会,2746,6,22.883333333333336
季军赛,458,1,22.9
重庆高校图书馆,458,1,22.9
学术海报大赛,458,1,22.9
密歇根,458,1,22.9
美国化学会中国西南分会,458,1,22.9
肺炎疫情,458,1,22.9
相约星期一,458,1,22.9
州立,458,1,22.9
文献资源保障,458,1,22.9
社会科学院大学,458,1,22.9
争当小实验家,458,1,22.9
交流指导,917,2,22.925
海外交流,917,2,22.925
选拔赛,1376,3,22.933333333333334
房管,918,2,22.95
教育部深空探测联合研究中心,918,2,22.95
分享交流,459,1,22.95
自动化学院,5971,13,22.965384615384615
讲学,1838,4,22.975
辛辛那提学院,16088,35,22.982857142857142
学习交流,2758,6,22.983333333333334
党建工作要点,460,1,23.0
岩土工程,920,2,23.0
新《条例》,460,1,23.0
讲解导学,460,1,23.0
十九大理论,460,1,23.0
重庆大学科协,1381,3,23.016666666666666
民主生活会,6911,15,23.03666666666667
小平故里,461,1,23.05
华为嵌入式精英赛,461,1,23.05
先导课程,461,1,23.05
诗集出版,461,1,23.05
ACCA,461,1,23.05
植物学,461,1,23.05
深圳校友座谈会,461,1,23.05
时间中的独白,461,1,23.05
校园行,461,1,23.05
国际合作,923,2,23.075
纪录片,923,2,23.075
学霸,924,2,23.1
大学堂,462,1,23.1
新一代图书馆系统,462,1,23.1
第一次培训,462,1,23.1
剪力墙,924,2,23.1
第二次会员培训活动,462,1,23.1
SRTP申报辅导,462,1,23.1
培训课程,462,1,23.1
学科学科,462,1,23.1
郑德荣,462,1,23.1
安全意识,2773,6,23.108333333333334
教学基本功比赛,2311,5,23.11
特殊教育,925,2,23.125
人才招聘,1851,4,23.1375
消防培训与演习,463,1,23.15
九龙坡区,463,1,23.15
饮食中心,463,1,23.15
金凤,463,1,23.15
进课堂,926,2,23.15
全国高校,927,2,23.175
学术讲座,10665,23,23.184782608695656
力学,2783,6,23.191666666666666
微电子,3248,7,23.2
十强,464,1,23.2
五小创,464,1,23.2
学术人生,464,1,23.2
畅谈,464,1,23.2
挑战杯,929,2,23.225
建管学院,47844,103,23.2252427184466
集体学习,1394,3,23.233333333333334
云南大学,1395,3,23.25
讲解员,1395,3,23.25
上海理工大学,465,1,23.25
重点实验室开放,465,1,23.25
新桥,465,1,23.25
义工,465,1,23.25
80周年,465,1,23.25
留学咨询,465,1,23.25
澳大利亚,3721,8,23.25625
奖学金,3721,8,23.25625
课程,1396,3,23.266666666666666
年级,3724,8,23.275
圆梦计划,1863,4,23.2875
分队,466,1,23.3
央视,466,1,23.3
科普活动,932,2,23.3
明义,466,1,23.3
主题党日活动,9792,21,23.314285714285717
强国,933,2,23.325
专题民主生活会,1866,4,23.325
启动仪式,1400,3,23.333333333333336
科苑大酒店,2801,6,23.341666666666665
八强赛,467,1,23.35
助教工作分享会,467,1,23.35
就业实习动员,467,1,23.35
线上团日,467,1,23.35
路径,934,2,23.35
中心组学习会,1402,3,23.366666666666664
化学化工学院,56113,120,23.38041666666667
生物工程学院,14030,30,23.383333333333336
留学生,7017,15,23.39
影视,468,1,23.4
春季交流会,468,1,23.4
符号,468,1,23.4
日本驻华大使馆,468,1,23.4
物理,4684,10,23.42
开放日,1406,3,23.433333333333334
线上摄影大赛,469,1,23.45
回忆录,469,1,23.45
二等奖,2346,5,23.46
理想信念教育,939,2,23.475
导师,1409,3,23.483333333333334
钢结构技术,470,1,23.5
牢记使命,36212,77,23.514285714285716
学位授权点,1411,3,23.516666666666666
先进个人,1412,3,23.533333333333335
国际学生领袖,471,1,23.55
创意管理,471,1,23.55
四川省公安厅,471,1,23.55
药学,471,1,23.55
教育教学,471,1,23.55
王立新,471,1,23.55
科技论文,471,1,23.55
专委会,471,1,23.55
建功立业,1413,3,23.55
百度,1415,3,23.583333333333336
医学分论坛,472,1,23.6
武汉,472,1,23.6
博雅教育,472,1,23.6
研究生新生,944,2,23.6
课堂,2832,6,23.6
高邮市,472,1,23.6
就业分享沙龙,472,1,23.6
学期总结大会,472,1,23.6
自助,472,1,23.6
政企代表团,472,1,23.6
蒲公英,472,1,23.6
黄锡生教授,472,1,23.6
理学,944,2,23.6
青年学者秋季论坛,472,1,23.6
助人,472,1,23.6
研究会,2833,6,23.608333333333334
城环学院,11332,24,23.608333333333334
机械工程,12753,27,23.616666666666664
光电,13235,28,23.633928571428573
乒乓球赛,3309,7,23.635714285714286
分类在实,473,1,23.65
学术委员会议,473,1,23.65
轻武器,473,1,23.65
绿色守护实践团,473,1,23.65
国家科技进步奖获得者,473,1,23.65
十九大精神宣讲团,473,1,23.65
射击,473,1,23.65
文明在心,473,1,23.65
国网温州供电公司,473,1,23.65
本科招生宣传,473,1,23.65
24届世界读书日,473,1,23.65
杨庆山,473,1,23.65
实弹,473,1,23.65
专家荐书,473,1,23.65
告别虎溪,1420,3,23.666666666666664
吴翠丽,474,1,23.7
前沿论坛,474,1,23.7
建筑分馆,474,1,23.7
大唐,474,1,23.7
总结换届大会,474,1,23.7
重庆声光电,474,1,23.7
建材系,3319,7,23.70714285714286
青年教师科协,949,2,23.725
李德威同志,475,1,23.75
四有好老师,475,1,23.75
天梯,475,1,23.75
公关广告,475,1,23.75
共青团,1425,3,23.75
引才,1426,3,23.766666666666666
网络安全,2855,6,23.791666666666664
金属材料,476,1,23.8
立体花艺景观,476,1,23.8
交叉学科,476,1,23.8
歌舞,476,1,23.8
主席团,952,2,23.8
工程学院,16198,34,23.820588235294117
嵌入式,953,2,23.825
智慧图书馆,954,2,23.85
儿童,954,2,23.85
海洋,477,1,23.85
重返母校,477,1,23.85
土木结构,477,1,23.85
工程力学,477,1,23.85
寝室,4297,9,23.87222222222222
科幻,956,2,23.9
手工展,478,1,23.9
古船,478,1,23.9
刘慈欣,478,1,23.9
预备党员宣誓大会,478,1,23.9
个体咨询,478,1,23.9
介绍会,1434,3,23.9
灾害防治,957,2,23.925
电气工程,1436,3,23.933333333333334
重庆大学-,479,1,23.95
李晓刚,479,1,23.95
研究生编程大赛,479,1,23.95
《中国日报,479,1,23.95
结构健康监测,479,1,23.95
北科大,479,1,23.95
2014级,959,2,23.975
解读会,480,1,24.0
声学,960,2,24.0
妙笔,480,1,24.0
宿舍,1923,4,24.0375
招聘人才,481,1,24.05
新时代伟大征程,481,1,24.05
全国诚实守信道德模范,481,1,24.05
法学研究,481,1,24.05
边界,481,1,24.05
昆明理工大学,482,1,24.1
百万英才兴,482,1,24.1
支部,33742,70,24.10142857142857
廖瑞金副校长,965,2,24.125
安全稳定,1931,4,24.1375
主编,483,1,24.15
英国卡迪夫大学,483,1,24.15
气候,483,1,24.15
最佳论文奖,483,1,24.15
天然,483,1,24.15
亚洲照明委员会,483,1,24.15
仉文岗,966,2,24.15
ALC,483,1,24.15
教职工,30913,64,24.15078125
安全大检查,1933,4,24.1625
足球联赛,3383,7,24.164285714285715
师生交流会,967,2,24.175
工程质量,484,1,24.2
新征程,968,2,24.2
长安,484,1,24.2
施工安全,484,1,24.2
重点工程,484,1,24.2
项目进度,484,1,24.2
征兵宣传周,484,1,24.2
校园生活,61497,127,24.211417322834645
2020,1453,3,24.216666666666665
刘建军,969,2,24.225
趣味,7268,15,24.22666666666667
思想政治教育,2424,5,24.24
重点中学,485,1,24.25
福建省,485,1,24.25
乒羽联赛,970,2,24.25
电气工程学院,20371,42,24.251190476190477
爱尔兰,1458,3,24.3
本领,972,2,24.3
法国,486,1,24.3
网络文化建设,486,1,24.3
海峡两岸,1458,3,24.3
校企参观活动,486,1,24.3
第九期,973,2,24.325
学期,4867,10,24.335
79级校友,487,1,24.35
职业发展讲座,487,1,24.35
发展创新,487,1,24.35
盛山资产创始合伙人甘世雄,487,1,24.35
